timestamp,engine_id,chamber_pressure,fuel_flow,temperature
2025-06-30T15:39:52.302725,ENG-001,229.26,87.92,3255.08
2025-06-30T15:41:13.951195,ENG-005,269.18,67.11,3389.53
2025-06-30T15:40:20.854889,ENG-004,193.96,121.07,2467.63
2025-06-30T15:39:55.705214,ENG-001,284.34,68.7,2433.98
2025-06-30T15:41:32.489387,ENG-003,219.37,121.78,3261.77
2025-06-30T15:41:07.832821,ENG-004,257.57,56.59,2678.61
2025-06-30T15:41:31.873739,ENG-002,238.62,57.64,2406.88
2025-06-30T15:41:10.513668,ENG-001,208.92,101.13,3350.35
2025-06-30T15:41:05.619371,ENG-005,202.11,64.81,2010.14
2025-06-30T15:40:52.075118,ENG-001,277.38,103.23,2645.33
2025-06-30T15:40:44.624137,ENG-002,276.08,53.35,3023.25
2025-06-30T15:41:05.204910,ENG-003,272.78,72.41,3228.28
2025-06-30T15:41:07.832821,ENG-004,257.57,56.59,2678.61
2025-06-30T15:42:26.346657,ENG-003,162.27,146.66,2955.29
2025-06-30T15:42:34.864558,ENG-005,238.94,104.39,3298.07
2025-06-30T15:40:21.438498,ENG-003,179.54,96.39,3076.46
2025-06-30T15:42:44.286608,ENG-002,177.13,95.67,2186.11
2025-06-30T15:42:13.913795,ENG-005,212.86,51.09,2965.54
2025-06-30T15:41:08.142285,ENG-005,176.34,,3159.88
2025-06-30T15:41:48.913073,ENG-004,221.37,128.78,2667.06
2025-06-30T15:40:05.288844,ENG-001,,141.01,
2025-06-30T15:40:06.554429,ENG-002,279.88,81.11,2432.21
2025-06-30T15:42:15.320978,ENG-003,191.58,93.02,2437.56
2025-06-30T15:42:01.168268,ENG-001,169.54,54.47,2965.33
2025-06-30T15:41:04.057806,ENG-005,266.09,106.29,3132.06
2025-06-30T15:41:02.484705,ENG-002,182.66,103.14,2933.44
2025-06-30T15:41:11.634045,ENG-004,269.03,91.27,2936.06
2025-06-30T15:41:45.883128,ENG-001,150.0,124.93,2792.57
2025-06-30T15:43:12.579440,ENG-004,269.67,141.04,2635.94
2025-06-30T15:43:43.455446,ENG-003,183.47,91.39,3127.21
2025-06-30T15:41:34.190696,ENG-002,232.46,145.33,2220.93
2025-06-30T15:42:03.114754,ENG-003,264.03,139.27,2894.59
2025-06-30T15:42:56.024213,ENG-002,277.22,121.53,2382.51
2025-06-30T15:42:58.553423,ENG-005,173.15,84.59,3490.25
2025-06-30T15:44:07.914910,ENG-001,283.75,127.64,2101.13
2025-06-30T15:42:04.170189,ENG-002,228.1,85.79,3031.13
2025-06-30T15:41:24.566979,ENG-002,269.46,121.72,3218.87
2025-06-30T15:41:20.264366,ENG-003,283.06,75.84,2427.81
2025-06-30T15:44:23.525799,ENG-005,298.15,53.68,2812.26
2025-06-30T15:40:35.878379,ENG-003,234.85,82.5,2885.09
2025-06-30T15:40:56.384757,ENG-003,172.92,101.98,3394.38
2025-06-30T15:43:31.210653,ENG-004,216.39,147.02,2373.48
2025-06-30T15:42:09.555929,ENG-001,271.46,146.22,3106.96
2025-06-30T15:42:52.638584,ENG-003,296.53,68.48,2857.19
2025-06-30T15:42:00.301889,ENG-001,299.63,54.75,2205.16
2025-06-30T15:43:12.200966,ENG-003,288.79,129.89,3337.28
2025-06-30T15:41:45.419862,ENG-003,276.05,125.3,2755.83
2025-06-30T15:41:02.505515,ENG-004,251.31,124.01,3220.13
2025-06-30T15:41:31.540726,ENG-001,201.71,112.91,2603.21
2025-06-30T15:41:17.161172,ENG-005,261.44,61.55,2923.28
2025-06-30T15:42:10.323643,ENG-003,156.95,60.03,2237.26
2025-06-30T15:43:22.031616,ENG-001,247.72,124.49,2519.52
2025-06-30T15:42:39.481829,ENG-002,248.72,142.16,2027.01
2025-06-30T15:43:26.803426,ENG-005,243.93,84.1,2387.7
2025-06-30T15:43:09.130160,ENG-005,178.85,98.4,3281.43
2025-06-30T15:40:46.971706,ENG-004,269.23,106.02,3394.16
2025-06-30T15:44:25.546581,ENG-001,167.35,65.56,2413.04
2025-06-30T15:42:07.365188,ENG-001,200.92,131.76,2672.42
2025-06-30T15:41:48.357449,ENG-003,268.97,109.26,3060.67
2025-06-30T15:44:37.019925,ENG-002,230.99,64.64,2812.18
2025-06-30T15:44:55.341144,ENG-005,229.4,137.07,2452.47
2025-06-30T15:40:43.439599,ENG-002,247.75,75.41,2972.52
2025-06-30T15:43:49.756498,ENG-003,170.37,58.28,3037.61
2025-06-30T15:41:33.645831,ENG-005,179.09,139.76,3094.67
2025-06-30T15:46:41.882767,ENG-001,217.49,144.31,3239.35
2025-06-30T15:45:48.874816,ENG-005,210.18,70.34,2252.67
2025-06-30T15:45:04.810357,ENG-003,197.62,76.48,2189.72
2025-06-30T15:46:31.885426,ENG-005,215.07,0.1,3087.89
2025-06-30T15:43:01.645306,ENG-003,280.24,108.54,2678.9
2025-06-30T15:42:39.390351,ENG-004,191.62,96.27,2375.38
2025-06-30T15:42:14.023804,ENG-002,260.65,85.24,2330.8
2025-06-30T15:43:03.032183,ENG-004,224.95,149.19,2364.96
2025-06-30T15:45:10.016066,ENG-002,223.99,145.05,2682.47
2025-06-30T15:46:59.478656,ENG-001,270.68,83.27,2107.14
2025-06-30T15:46:37.958119,ENG-001,258.7,143.9,3127.35
2025-06-30T15:44:31.650904,ENG-003,177.06,143.55,3163.54
2025-06-30T15:47:46.498004,ENG-002,155.69,92.55,3139.4
2025-06-30T15:45:01.509009,ENG-004,185.11,67.96,3254.67
2025-06-30T15:43:32.769852,ENG-005,188.52,136.1,2254.1
2025-06-30T15:42:29.385541,ENG-002,229.14,65.94,2135.02
2025-06-30T15:46:35.040843,ENG-003,285.32,129.03,3276.81
2025-06-30T15:43:10.082261,ENG-001,297.23,91.41,3004.44
2025-06-30T15:46:21.304554,ENG-005,210.85,136.29,3054.52
2025-06-30T15:46:01.443135,ENG-004,157.16,137.98,2091.95
2025-06-30T15:44:48.301910,ENG-004,177.49,127.37,3090.59
2025-06-30T15:46:12.569444,ENG-003,249.65,136.98,3333.42
2025-06-30T15:47:02.189035,ENG-001,284.07,76.4,3084.55
2025-06-30T15:42:45.818504,ENG-005,179.87,59.19,2539.14
2025-06-30T15:46:57.231702,ENG-001,248.19,121.05,2740.71
2025-06-30T15:41:08.125054,ENG-002,222.77,117.78,2779.02
2025-06-30T15:47:38.698480,ENG-003,172.49,53.39,2956.56
2025-06-30T15:42:13.736100,ENG-002,164.35,84.32,2629.12
2025-06-30T15:46:36.591728,ENG-002,273.72,66.89,2767.96
2025-06-30T15:44:04.458544,ENG-003,276.93,94.52,2582.28
2025-06-30T15:42:31.481764,ENG-001,180.48,133.0,2235.84
2025-06-30T15:47:42.162168,ENG-005,171.41,106.74,2986.09
2025-06-30T15:42:25.402268,ENG-003,213.16,91.3,2268.51
2025-06-30T15:45:38.736208,ENG-005,283.45,144.82,2158.78
2025-06-30T15:44:30.119470,ENG-005,168.81,85.49,3448.91
2025-06-30T15:45:48.835432,ENG-005,207.45,149.03,3089.4
2025-06-30T15:45:31.921460,ENG-005,169.82,143.49,2867.76
2025-06-30T15:48:56.734771,ENG-005,279.49,98.43,2149.25
2025-06-30T15:46:51.295055,ENG-002,262.69,93.07,3049.19
2025-06-30T15:47:58.308570,ENG-002,239.69,89.89,2275.45
2025-06-30T15:49:42.075263,ENG-005,195.11,107.62,3446.72
2025-06-30T15:44:28.856440,ENG-002,,119.2,2923.02
2025-06-30T15:44:49.601443,ENG-001,254.05,0.1,3454.05
2025-06-30T15:47:59.862488,ENG-001,221.99,141.46,2626.07
2025-06-30T15:45:07.646198,ENG-003,231.58,105.45,2835.04
2025-06-30T15:44:57.924321,ENG-002,242.71,101.82,2617.85
2025-06-30T15:48:15.679083,ENG-003,206.76,89.77,2147.33
2025-06-30T15:48:04.574716,ENG-005,184.5,98.27,3353.67
2025-06-30T15:43:51.842019,ENG-002,286.43,97.17,3434.85
2025-06-30T15:42:22.725962,ENG-003,256.95,124.57,2837.78
2025-06-30T15:47:43.152286,ENG-001,183.61,116.39,2196.0
2025-06-30T15:50:16.652873,ENG-003,257.78,55.29,2065.92
2025-06-30T15:45:49.146701,ENG-005,169.66,92.69,3201.61
2025-06-30T15:50:42.599675,ENG-001,238.46,90.37,2356.51
2025-06-30T15:42:03.959338,ENG-002,154.8,147.91,2416.61
2025-06-30T15:49:49.934198,ENG-001,173.87,102.31,3384.31
2025-06-30T15:44:22.740654,ENG-001,208.41,95.09,2910.06
2025-06-30T15:46:24.483559,ENG-005,247.77,64.97,2113.4
2025-06-30T15:49:21.252853,ENG-002,217.18,73.06,2564.56
2025-06-30T15:47:13.367787,ENG-004,271.86,68.49,3174.68
2025-06-30T15:43:14.112352,ENG-001,167.68,85.58,2475.59
2025-06-30T15:48:06.915274,ENG-002,234.44,144.55,2386.35
2025-06-30T15:47:49.375429,ENG-005,231.8,100.73,3388.94
2025-06-30T15:49:11.714897,ENG-005,260.5,95.52,2408.74
2025-06-30T15:51:10.991919,ENG-001,220.13,64.3,2636.61
2025-06-30T15:47:42.278035,ENG-001,243.97,146.07,2726.5
2025-06-30T15:45:52.730912,ENG-002,186.13,51.61,2316.31
2025-06-30T15:45:58.058714,ENG-004,199.28,149.91,2132.01
2025-06-30T15:42:11.451092,ENG-002,293.69,112.27,3030.37
2025-06-30T15:52:20.296392,ENG-002,228.03,97.7,2095.36
2025-06-30T15:43:36.455537,ENG-003,246.04,82.16,2733.79
2025-06-30T15:42:59.627218,ENG-004,296.58,106.55,3428.02
2025-06-30T15:43:36.455537,ENG-003,246.04,82.16,2733.79
2025-06-30T15:48:58.173517,ENG-003,215.49,77.29,3209.07
2025-06-30T15:50:57.972918,ENG-001,242.44,58.08,3309.1
2025-06-30T15:42:36.024691,ENG-001,246.38,118.06,3453.06
2025-06-30T15:49:11.714897,ENG-005,260.5,95.52,2408.74
2025-06-30T15:48:31.777821,ENG-004,256.54,80.69,2102.79
2025-06-30T15:47:45.752238,ENG-005,168.08,62.3,2892.52
2025-06-30T15:43:08.356934,ENG-001,278.82,106.61,2938.87
2025-06-30T15:42:39.417582,ENG-001,279.31,87.77,3383.34
2025-06-30T15:43:23.171478,ENG-005,232.04,114.02,3009.49
2025-06-30T15:42:04.415450,ENG-002,184.99,89.48,2304.73
2025-06-30T15:50:40.455842,ENG-001,237.29,132.52,3498.99
2025-06-30T15:43:23.171478,ENG-005,232.04,114.02,3009.49
2025-06-30T15:46:16.305731,ENG-002,217.07,76.62,2637.92
2025-06-30T15:51:39.180650,ENG-002,162.33,63.77,3409.15
2025-06-30T15:45:11.295890,ENG-005,234.04,98.28,2717.9
2025-06-30T15:50:15.728602,ENG-002,270.34,112.76,3463.91
2025-06-30T15:49:48.332543,ENG-001,154.78,91.82,2850.15
2025-06-30T15:49:36.162382,ENG-003,160.77,82.12,2048.64
2025-06-30T15:45:01.669404,ENG-001,294.72,97.28,2465.9
2025-06-30T15:54:03.395687,ENG-004,275.4,132.32,2318.72
2025-06-30T15:49:53.318204,ENG-005,193.77,54.77,3079.05
2025-06-30T15:50:53.909982,ENG-002,176.8,111.9,2969.38
2025-06-30T15:42:55.861427,ENG-005,260.98,65.16,2823.07
2025-06-30T15:53:24.917081,ENG-002,210.75,79.28,2688.26
2025-06-30T15:43:36.737398,ENG-003,269.84,140.53,3401.51
2025-06-30T15:47:38.020724,ENG-001,177.51,94.87,2022.11
2025-06-30T15:45:17.329573,ENG-002,160.92,130.98,2953.35
2025-06-30T15:47:19.796178,ENG-003,294.9,83.22,3014.37
2025-06-30T15:46:01.388394,ENG-005,184.89,64.37,3207.78
2025-06-30T15:51:52.480615,ENG-005,241.92,78.7,2002.66
2025-06-30T15:52:30.277056,ENG-005,151.86,77.58,2219.54
2025-06-30T15:42:55.650305,ENG-001,258.91,134.14,2235.18
2025-06-30T15:46:39.758093,ENG-001,216.88,131.32,2059.41
2025-06-30T15:51:51.932581,ENG-002,163.5,74.61,3094.76
2025-06-30T15:44:37.125431,ENG-002,172.66,76.09,3276.76
2025-06-30T15:53:53.798411,ENG-005,217.55,124.11,2744.98
2025-06-30T15:48:25.938552,ENG-005,208.29,79.2,3216.76
2025-06-30T15:48:42.016776,ENG-005,214.14,129.42,3133.9
2025-06-30T15:45:51.687995,ENG-004,295.73,50.53,5762.149564836972
2025-06-30T15:55:12.236948,ENG-002,278.62,61.95,2660.69
2025-06-30T15:43:23.812694,ENG-001,159.04,64.52,2548.09
2025-06-30T15:45:53.230949,ENG-001,265.82,60.24,3148.35
2025-06-30T15:52:37.109167,ENG-003,,,2469.97
2025-06-30T15:43:55.084616,ENG-005,229.66,65.2,
2025-06-30T15:44:20.779147,ENG-005,279.08,108.79,3388.51
2025-06-30T15:49:47.480726,ENG-005,294.58,129.44,3174.58
2025-06-30T15:43:58.242124,ENG-004,234.86,118.18,2582.73
2025-06-30T15:50:48.906891,ENG-003,283.66,132.21,2353.99
2025-06-30T15:48:24.272903,ENG-001,178.99,89.43,3280.56
2025-06-30T15:46:37.076962,ENG-002,194.97,146.64,3112.73
2025-06-30T15:54:07.366440,ENG-002,166.09,149.05,2447.83
2025-06-30T15:56:31.863619,ENG-003,266.51,55.07,2968.55
2025-06-30T15:45:22.243787,ENG-003,163.66,67.51,3027.02
2025-06-30T15:49:08.772954,ENG-003,179.42,102.61,2275.53
2025-06-30T15:49:57.273825,ENG-005,272.12,131.52,2345.89
2025-06-30T15:49:51.989422,ENG-003,290.23,124.36,2353.93
2025-06-30T15:54:38.500790,ENG-005,236.43,77.42,2177.7
2025-06-30T15:52:14.252455,ENG-005,256.49,115.6,2171.01
2025-06-30T15:43:38.862115,ENG-004,248.79,87.42,2925.71
2025-06-30T15:54:54.151601,ENG-003,290.09,78.86,2972.8
2025-06-30T15:52:39.545508,ENG-004,207.84,112.21,2023.89
2025-06-30T15:50:13.059607,ENG-005,203.85,0.1,2687.69
2025-06-30T15:49:25.890303,ENG-004,215.49,123.83,3447.79
2025-06-30T15:43:18.376109,ENG-005,225.34,106.33,3368.39
2025-06-30T15:43:18.376109,ENG-005,225.34,106.33,3368.39
2025-06-30T15:43:32.142645,ENG-005,209.06,120.59,3136.32
2025-06-30T15:50:21.391515,ENG-001,172.8,148.39,3157.53
2025-06-30T15:56:46.877728,ENG-003,229.78,140.36,2016.52
2025-06-30T15:51:39.452838,ENG-005,289.86,125.02,3049.44
2025-06-30T15:52:16.676058,ENG-001,252.85,149.66,2306.08
2025-06-30T15:49:50.776633,ENG-002,259.4,132.54,2649.59
2025-06-30T15:43:24.737195,ENG-005,156.25,57.89,2950.43
2025-06-30T15:46:21.735517,ENG-005,208.46,,3001.1
2025-06-30T15:49:31.862952,ENG-002,216.58,51.33,2142.94
2025-06-30T15:50:25.536858,ENG-002,212.02,144.05,2051.29
2025-06-30T15:46:39.861755,ENG-004,206.07,65.42,2179.0
2025-06-30T15:46:02.388325,ENG-001,187.45,101.2,2606.79
2025-06-30T15:49:01.981949,ENG-005,209.52,117.22,2224.69
2025-06-30T15:50:24.032893,ENG-001,195.3,60.8,2252.51
2025-06-30T15:50:54.373611,ENG-005,254.61,63.83,2163.17
2025-06-30T15:48:11.246889,ENG-004,232.56,110.36,3451.32
2025-06-30T15:57:53.799020,ENG-002,211.82,94.2,3262.74
2025-06-30T15:55:48.213167,ENG-005,185.22,91.44,2768.44
2025-06-30T15:49:33.286106,ENG-004,226.36,58.73,2467.33
2025-06-30T15:51:26.356888,ENG-002,209.52,147.78,2246.78
2025-06-30T15:47:17.052793,ENG-004,215.48,94.47,2031.87
2025-06-30T15:51:40.038348,ENG-005,247.04,107.59,2224.55
2025-06-30T15:56:55.227671,ENG-003,205.84,110.48,2147.22
2025-06-30T15:55:14.358187,ENG-002,191.55,72.32,3191.66
2025-06-30T15:58:57.509494,ENG-002,275.14,75.43,2565.89
2025-06-30T15:49:23.361547,ENG-004,232.64,107.6,2003.01
2025-06-30T15:44:34.288193,ENG-003,231.56,96.84,2091.0
2025-06-30T15:53:56.657056,ENG-001,152.57,124.37,2319.72
2025-06-30T15:54:14.725297,ENG-005,277.08,115.11,2256.87
2025-06-30T15:45:11.628888,ENG-003,154.72,54.97,2784.04
2025-06-30T15:56:03.810681,ENG-003,263.22,66.7,2428.15
2025-06-30T16:00:33.195383,ENG-003,182.61,73.46,3046.03
2025-06-30T15:46:19.547024,ENG-005,198.23,105.66,3276.35
2025-06-30T15:57:47.792182,ENG-005,210.09,149.13,3054.47
2025-06-30T15:49:59.284761,ENG-002,272.26,0.1,3344.7
2025-06-30T15:59:29.481029,ENG-003,202.66,78.68,2310.99
2025-06-30T15:56:15.587888,ENG-005,188.39,135.46,3341.49
2025-06-30T15:50:37.457875,ENG-004,161.98,132.5,2195.97
2025-06-30T15:47:28.242690,ENG-002,256.0,99.79,2517.05
2025-06-30T16:01:26.789062,ENG-003,258.77,138.49,2187.13
2025-06-30T15:55:32.538903,ENG-002,277.48,57.27,3136.21
2025-06-30T15:53:42.723687,ENG-002,236.65,77.39,2545.08
2025-06-30T15:44:13.094608,ENG-004,152.05,62.32,2338.99
2025-06-30T15:53:29.662057,ENG-002,220.81,76.41,2571.68
2025-06-30T15:58:47.874427,ENG-001,166.07,136.28,2081.43
2025-06-30T15:44:47.098559,ENG-005,229.57,146.88,2655.29
2025-06-30T15:49:51.413202,ENG-004,284.77,132.68,2066.36
2025-06-30T15:52:42.160255,ENG-005,263.33,85.27,2382.03
2025-06-30T16:01:38.467351,ENG-002,295.44,143.07,2313.81
2025-06-30T15:48:14.775966,ENG-002,247.37,,
2025-06-30T15:59:28.167177,ENG-004,262.6,139.69,2390.51
2025-06-30T15:49:24.195981,ENG-001,293.74,0.1,2071.0
2025-06-30T15:53:03.232650,ENG-005,285.2,58.04,2558.31
2025-06-30T15:49:53.851347,ENG-005,265.05,74.81,2753.53
2025-06-30T15:57:48.711678,ENG-002,,149.39,3247.64
2025-06-30T16:00:14.467824,ENG-003,293.98,63.72,2902.55
2025-06-30T15:49:49.294348,ENG-004,270.85,111.12,2476.32
2025-06-30T15:57:48.711678,ENG-002,,149.39,3247.64
2025-06-30T15:52:17.167126,ENG-001,270.99,131.19,2190.77
2025-06-30T15:54:31.546071,ENG-002,287.5,145.38,3472.28
2025-06-30T15:59:40.779707,ENG-003,194.79,59.61,2153.24
2025-06-30T15:47:04.193321,ENG-005,179.37,76.03,2570.9
2025-06-30T15:50:47.686309,ENG-005,165.51,79.22,3336.96
2025-06-30T16:00:15.563151,ENG-003,163.53,87.14,2948.66
2025-06-30T15:52:52.236287,ENG-002,176.56,56.59,2619.45
2025-06-30T16:01:45.438095,ENG-002,188.55,145.27,3322.73
2025-06-30T15:59:41.955385,ENG-001,257.12,81.16,2255.96
2025-06-30T15:44:56.620517,ENG-005,214.42,90.26,2008.03
2025-06-30T16:00:58.802067,ENG-005,212.42,136.41,2934.51
2025-06-30T16:03:35.007398,ENG-001,242.96,147.11,2206.89
2025-06-30T15:56:19.257895,ENG-001,259.42,67.08,2096.26
2025-06-30T15:45:15.140351,ENG-002,168.45,83.22,2682.95
2025-06-30T16:03:24.483098,ENG-002,265.5,108.47,
2025-06-30T15:54:09.593731,ENG-004,285.76,116.15,2441.41
2025-06-30T15:56:43.915881,ENG-005,260.01,110.71,3458.49
2025-06-30T15:49:30.338360,ENG-005,282.39,70.81,2654.14
2025-06-30T15:48:02.197750,ENG-005,298.02,106.39,
2025-06-30T16:01:17.323070,ENG-001,219.49,63.05,2370.05
2025-06-30T15:59:12.653689,ENG-002,250.57,120.44,3417.26
2025-06-30T15:48:20.887913,ENG-005,243.83,116.96,2715.81
2025-06-30T15:59:48.972808,ENG-003,161.71,103.19,3055.63
2025-06-30T15:50:34.389459,ENG-004,276.54,78.03,2469.12
2025-06-30T15:58:07.719603,ENG-005,248.05,123.79,2304.71
2025-06-30T16:01:33.632565,ENG-005,270.46,62.52,2754.02
2025-06-30T15:47:14.235134,ENG-005,150.47,143.75,2239.69
2025-06-30T15:47:02.327533,ENG-003,195.26,117.42,2750.55
2025-06-30T16:02:10.237773,ENG-002,236.77,144.28,3065.59
2025-06-30T15:53:48.053151,ENG-003,166.44,139.44,3327.82
2025-06-30T15:47:14.235134,ENG-005,150.47,143.75,2239.69
2025-06-30T15:53:19.399190,ENG-003,247.42,146.67,2523.98
2025-06-30T15:44:39.206044,ENG-002,232.24,102.19,2936.78
2025-06-30T15:46:55.152333,ENG-004,245.98,91.75,3491.9
2025-06-30T15:59:48.260822,ENG-001,167.18,93.11,2133.97
2025-06-30T15:55:49.653880,ENG-003,240.71,129.62,3194.82
2025-06-30T15:51:58.058074,ENG-004,228.59,124.07,3400.71
2025-06-30T16:01:58.693119,ENG-005,157.59,102.23,3432.7
2025-06-30T16:03:09.338170,ENG-001,213.72,70.54,2636.59
2025-06-30T15:59:26.037268,ENG-005,172.86,84.26,2250.78
2025-06-30T16:04:52.242371,ENG-005,208.3,64.42,2941.72
2025-06-30T16:05:42.784189,ENG-003,245.26,101.65,3018.98
2025-06-30T15:57:41.071363,ENG-002,274.16,104.49,2287.47
2025-06-30T15:58:28.936503,ENG-003,276.59,62.97,2545.64
2025-06-30T15:48:03.878811,ENG-003,196.28,136.84,3074.24
2025-06-30T16:00:09.569573,ENG-003,280.08,52.28,2874.88
2025-06-30T16:03:57.995642,ENG-004,180.81,87.41,2842.63
2025-06-30T15:46:12.734217,ENG-001,163.31,128.59,2355.58
2025-06-30T15:59:03.146625,ENG-003,197.14,84.8,2026.87
2025-06-30T15:59:10.417801,ENG-002,249.34,135.56,2140.16
2025-06-30T15:51:21.270120,ENG-001,211.39,76.42,2153.46
2025-06-30T15:55:35.653939,ENG-003,215.99,105.76,3194.74
2025-06-30T16:01:28.945313,ENG-002,200.66,131.39,2429.99
2025-06-30T15:51:07.051268,ENG-002,153.27,65.34,3134.97
2025-06-30T15:50:01.602875,ENG-004,252.64,128.93,2701.39
2025-06-30T15:53:31.745306,ENG-005,209.95,127.87,2831.86
2025-06-30T16:05:06.300457,ENG-002,242.08,102.33,2945.08
2025-06-30T16:00:46.905563,ENG-003,197.88,65.21,2397.03
2025-06-30T15:48:53.086604,ENG-001,159.77,137.57,2241.68
2025-06-30T16:06:20.717993,ENG-004,222.09,59.91,2681.62
2025-06-30T16:01:16.900829,ENG-004,208.27,105.61,2843.39
2025-06-30T15:45:11.141086,ENG-005,280.58,119.29,3294.51
2025-06-30T16:01:18.839919,ENG-001,222.24,83.33,2900.22
2025-06-30T15:47:03.964315,ENG-003,190.97,50.56,3468.93
2025-06-30T16:05:40.380880,ENG-005,264.2,71.46,2383.88
2025-06-30T15:48:12.991193,ENG-005,157.74,129.85,2889.08
2025-06-30T15:46:05.671690,ENG-004,267.41,55.42,3017.96
2025-06-30T15:52:44.648090,ENG-005,160.46,59.12,2014.84
2025-06-30T15:45:31.037441,ENG-002,189.62,53.77,2050.28
2025-06-30T15:46:36.445584,ENG-001,236.18,0.1,2620.02
2025-06-30T16:07:50.234402,ENG-003,161.42,68.46,2082.21
2025-06-30T16:02:30.333155,ENG-004,158.99,79.91,2376.19
2025-06-30T15:59:22.684205,ENG-005,181.84,66.02,2806.06
2025-06-30T16:06:32.404004,ENG-001,290.08,68.33,2954.14
2025-06-30T15:58:05.579929,ENG-005,230.79,63.08,2978.95
2025-06-30T16:02:34.034961,ENG-002,,,2478.36
2025-06-30T15:53:47.489649,ENG-001,,88.71,
2025-06-30T15:53:00.838103,ENG-001,183.35,68.16,2724.76
2025-06-30T15:53:19.924855,ENG-003,169.03,0.1,2613.34
2025-06-30T15:49:52.564076,ENG-002,283.96,66.75,2530.82
2025-06-30T16:01:02.132873,ENG-001,259.36,92.38,2115.01
2025-06-30T16:00:24.970764,ENG-003,248.94,61.21,2197.1
2025-06-30T15:53:53.787765,ENG-005,248.51,,
2025-06-30T16:08:22.532861,ENG-001,258.47,114.57,2537.17
2025-06-30T15:52:08.904551,ENG-005,160.71,66.16,2245.87
2025-06-30T15:46:39.164597,ENG-004,162.01,84.43,2137.88
2025-06-30T15:47:22.132384,ENG-004,232.99,67.63,2819.21
2025-06-30T15:59:36.005572,ENG-004,235.02,105.97,2682.99
2025-06-30T16:06:31.969351,ENG-002,292.12,59.19,2881.95
2025-06-30T15:58:51.774367,ENG-005,259.02,61.8,2078.93
2025-06-30T15:58:27.338405,ENG-005,184.1,111.62,2502.34
2025-06-30T15:55:20.680573,ENG-004,241.04,126.91,3011.66
2025-06-30T15:53:20.094974,ENG-004,176.39,104.07,3048.96
2025-06-30T16:01:28.195567,ENG-005,236.61,98.58,3415.18
2025-06-30T16:10:08.798556,ENG-003,221.85,61.29,2281.85
2025-06-30T15:45:52.304421,ENG-001,289.09,108.13,2091.91
2025-06-30T15:58:19.287148,ENG-003,168.15,73.88,2017.2
2025-06-30T15:58:45.721568,ENG-002,182.28,99.76,3300.4
2025-06-30T15:50:17.169590,ENG-005,176.42,129.4,2044.62
2025-06-30T16:09:08.470228,ENG-001,292.74,135.47,3048.0
2025-06-30T15:55:50.425723,ENG-001,152.24,128.52,2899.4
2025-06-30T15:55:44.266507,ENG-003,285.01,143.73,2079.59
2025-06-30T16:08:42.620632,ENG-003,263.68,67.83,2317.2
2025-06-30T15:57:51.913110,ENG-003,169.4,144.72,2581.46
2025-06-30T16:02:05.668987,ENG-004,261.83,53.58,2172.79
2025-06-30T16:09:01.069702,ENG-002,219.89,144.19,2399.45
2025-06-30T16:10:28.531635,ENG-003,261.72,105.93,3425.85
2025-06-30T16:08:20.906619,ENG-004,234.16,76.64,2078.96
2025-06-30T15:46:57.567677,ENG-003,156.62,138.43,3361.34
2025-06-30T15:48:24.405308,ENG-005,262.06,122.53,3304.63
2025-06-30T16:04:44.227179,ENG-001,259.82,149.4,2654.72
2025-06-30T15:55:08.750449,ENG-002,157.26,117.32,2857.06
